-41.3031394843847, 174.76821548345944
-41.30271130601301, 174.76802303496262
-41.302412083223274, 174.76757309440038
-41.30242366931645, 174.766940428349
-41.302628692450696, 174.76613610092065
-41.302651864557994, 174.76439870003125
-41.30057037198369, 174.76517251733205
-41.29990742380718, 174.7628564298477
-41.299011727801954, 174.76292683783433
-41.29872860873327, 174.76321182254216
-41.297807707604136, 174.76391053799054
-41.29827319754617, 174.76542464497945
-41.29735228998689, 174.76702458265683
-41.29777546575353, 174.76879752281567
-41.29874372188187, 174.76853265467545
-41.300002131102126, 174.76839653256795
-41.301068082447244, 174.76928300264737
-41.30224887021383, 174.76953244808576
-41.30288157021988, 174.76943857077023
-41.30344575613052, 174.76891285780331
